taxid,parent,taxonomic_rank,scientific_name
taxon:244325 [Escherichia coli O153:H7]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O153:H7
taxon:2605620 [Escherichia coli O80:H26]@no rank,taxon:562 [Escherichia coli]@species,no rank,Escherichia coli O80:H26
taxon:1116065 [Escherichia coli MP021017.11]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MP021017.11
taxon:1281076 [Escherichia coli HVH 143 (4-5674999)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 143 (4-5674999)
taxon:350687 [uncultured Escherichia sp. FR040]@species,taxon:75663 [environmental samples]@no rank,species,uncultured Escherichia sp. FR040
taxon:1263075 [Escherichia coli CAG:4]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli CAG:4
taxon:697897 [Escherichia coli ETEC DS168-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli ETEC DS168-1
taxon:1116164 [Escherichia coli P0304777.2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0304777.2
taxon:1716448 [Escherichia sp. CH-18]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. CH-18
taxon:2717812 [Escherichia sp. E.sYA108]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. E.sYA108
taxon:1444225 [Escherichia coli 3-475-03_S4_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 3-475-03_S4_C1
taxon:1281018 [Escherichia coli HVH 80 (4-2428830)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 80 (4-2428830)
taxon:1281031 [Escherichia coli HVH 95 (4-6074464)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 95 (4-6074464)
taxon:1645061 [Escherichia sp. UIWRF0955]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0955
taxon:1163738 [Escherichia coli O26:H11 str. CVM9952]@strain,taxon:244319 [Escherichia coli O26:H11]@serotype,strain,Escherichia coli O26:H11 str. CVM9952
taxon:1034205 [Escherichia sp. DJM1B6]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. DJM1B6
taxon:1005432 [Escherichia coli 99.0839]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 99.0839
taxon:1126929 [Escherichia coli C824_10]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C824_10
taxon:1017022 [Escherichia coli 93-111]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 93-111
taxon:1281122 [Escherichia coli HVH 195 (3-7155360)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 195 (3-7155360)
taxon:2056315 [Escherichia coli O177]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O177
taxon:1017032 [Escherichia coli PBA9]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli PBA9
taxon:1678452 [Escherichia sp. UIWRF0400]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0400
taxon:1116729 [Escherichia sp. E24-PCAi-T2P21]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. E24-PCAi-T2P21
taxon:1240386 [Escherichia coli H093800016]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H093800016
taxon:1095707 [Escherichia coli O19]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O19
taxon:1281227 [Escherichia coli UMEA 3240-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli UMEA 3240-1
taxon:1220666 [Escherichia sp. 105.3]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. 105.3
taxon:1005447 [Escherichia coli 2.4174]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2.4174
taxon:1181754 [Escherichia coli KTE208]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE208
taxon:1110508 [Escherichia coli Ec 11-9941]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli Ec 11-9941
taxon:1220532 [Escherichia coli MG1657]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MG1657
taxon:735324 [Escherichia coli O42:H37]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O42:H37
taxon:1220658 [Escherichia sp. 003.23]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. 003.23
taxon:2939931 [Escherichia sp. WB2886]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. WB2886
taxon:754333 [Escherichia sp. TW11588]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. TW11588
taxon:911663 [Escherichia coli 24B05]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 24B05
taxon:2072459 [Escherichia coli O175]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O175
taxon:745156 [Escherichia coli 1303]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 1303
taxon:2491873 [Escherichia coli H1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H1
taxon:1645026 [Escherichia sp. UIWRF0867]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0867
taxon:332031 [Escherichia sp. CPD32]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. CPD32
taxon:1281005 [Escherichia coli HVH 59 (4-1119338)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 59 (4-1119338)
taxon:1678464 [Escherichia sp. UIWRF0501]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0501
taxon:1563529 [Escherichia sp. ESBL523B1_13_4A]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. ESBL523B1_13_4A
taxon:1331066 [Escherichia coli JC5048]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli JC5048
taxon:577676 [Escherichia coli O9:H51]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O9:H51
taxon:1358370 [Escherichia coli O145 str. CFSAN002119]@strain,taxon:1055538 [Escherichia coli O145]@serogroup,strain,Escherichia coli O145 str. CFSAN002119
taxon:1446739 [Escherichia coli O39:NM str. F8704-2]@strain,taxon:1446738 [Escherichia coli O39:NM]@serotype,strain,Escherichia coli O39:NM str. F8704-2
taxon:1181743 [Escherichia coli KTE197]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE197
taxon:1716453 [Escherichia sp. CH-23]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. CH-23
taxon:1416673 [Escherichia coli N37122PS]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli N37122PS
taxon:1220661 [Escherichia sp. 006.33]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. 006.33
taxon:1446730 [Escherichia coli O26:H11 str. 2011C-3282]@strain,taxon:244319 [Escherichia coli O26:H11]@serotype,strain,Escherichia coli O26:H11 str. 2011C-3282
taxon:1444100 [Escherichia coli 2-460-02_S1_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-460-02_S1_C3
taxon:944066 [Escherichia sp. SR2-18-f]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. SR2-18-f
taxon:1034306 [Escherichia sp. DJM1A8]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. DJM1A8
taxon:1116031 [Escherichia coli 2867750]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2867750
taxon:1645022 [Escherichia sp. UIWRF0855]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0855
taxon:1182665 [Escherichia coli KTE58]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE58
taxon:1808307 [Escherichia sp. CR2]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. CR2
taxon:1005552 [Escherichia coli EC1868]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli EC1868
taxon:585055 [Escherichia coli 55989]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 55989
taxon:577665 [Escherichia coli O108:H25]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O108:H25
taxon:1280991 [Escherichia coli HVH 41 (4-2677849)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 41 (4-2677849)
taxon:1182676 [Escherichia coli KTE69]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE69
taxon:1078034 [Escherichia coli O145:H28]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O145:H28
taxon:2654673 [Escherichia coli O168:H8]@no rank,taxon:562 [Escherichia coli]@species,no rank,Escherichia coli O168:H8
taxon:2100520 [Escherichia coli O163]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O163
taxon:1127356 [Escherichia coli 4_1_47FAA]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 4_1_47FAA
taxon:735330 [Escherichia coli O70:NM]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O70:NM
taxon:2870774 [Escherichia sp. NIC26-1]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. NIC26-1
taxon:1645001 [Escherichia sp. UIWRF0801]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0801
taxon:1644993 [Escherichia sp. UIWRF0776]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0776
taxon:1281269 [Escherichia coli UMEA 3718-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli UMEA 3718-1
taxon:1286353 [Escherichia coli TOP2662-3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TOP2662-3
taxon:1280972 [Escherichia coli HVH 21 (4-4517873)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 21 (4-4517873)
taxon:1147231 [Escherichia coli TW14427]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW14427
taxon:2810404 [Escherichia coli O7:H4]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O7:H4
taxon:1147206 [Escherichia coli TW11786]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW11786
taxon:1281036 [Escherichia coli HVH 100 (4-2850729)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 100 (4-2850729)
taxon:577674 [Escherichia coli O90:H8]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O90:H8
taxon:656438 [Escherichia coli TA144]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TA144
taxon:868164 [Escherichia coli DEC6E]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC6E
taxon:1005471 [Escherichia coli FDA505]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli FDA505
taxon:1268982 [Escherichia coli 907672]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 907672
taxon:2491878 [Escherichia coli O4:H5]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O4:H5
taxon:1716455 [Escherichia sp. CH-34]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. CH-34
taxon:2802029 [Escherichia coli O11:H25]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O11:H25
taxon:1444218 [Escherichia coli 1-250-04_S4_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 1-250-04_S4_C1
taxon:1147175 [Escherichia coli TW10530]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW10530
taxon:1444177 [Escherichia coli 2-052-05_S3_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-052-05_S3_C3
taxon:1678501 [Escherichia sp. UIWRF0842]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0842
taxon:1078032 [Escherichia coli O45:H2]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O45:H2
taxon:1331062 [Escherichia coli E2265]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli E2265
taxon:1136137 [Escherichia coli C166_11]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C166_11
taxon:1005485 [Escherichia coli NE1487]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli NE1487
taxon:2944632 [Escherichia coli O141:H32]@no rank,taxon:562 [Escherichia coli]@species,no rank,Escherichia coli O141:H32
taxon:1281243 [Escherichia coli UMEA 3336-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli UMEA 3336-1
taxon:83334 [Escherichia coli O157:H7]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O157:H7
taxon:1849439 [Escherichia sp. HTJR5]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. HTJR5
taxon:406377 [Escherichia sp. FHM106]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. FHM106
taxon:1248902 [Escherichia coli O145:H28 str. RM13514]@strain,taxon:1078034 [Escherichia coli O145:H28]@serotype,strain,Escherichia coli O145:H28 str. RM13514
taxon:656390 [Escherichia coli H263]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H263
taxon:1116154 [Escherichia coli P0302308.2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0302308.2
taxon:656427 [Escherichia coli T426]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli T426
taxon:1314835 [Escherichia coli MP1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MP1
taxon:1645033 [Escherichia sp. UIWRF0892]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0892
taxon:2653534 [Escherichia sp. AGR4162]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. AGR4162
taxon:2478962 [Escherichia sp. T.m.I1]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. T.m.I1
taxon:2778657 [Escherichia coli O9:H10]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O9:H10
taxon:1281263 [Escherichia coli UMEA 3693-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli UMEA 3693-1
taxon:1281090 [Escherichia coli HVH 157 (4-3406229)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 157 (4-3406229)
taxon:868159 [Escherichia coli DEC5E]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC5E
taxon:1281106 [Escherichia coli HVH 177 (4-2876612)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 177 (4-2876612)
taxon:1281084 [Escherichia coli HVH 151 (4-5755573)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 151 (4-5755573)
taxon:1808308 [Escherichia sp. CR4]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. CR4
taxon:1645053 [Escherichia sp. UIWRF0938]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0938
taxon:1169317 [Escherichia coli KTE7]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE7
taxon:754340 [Escherichia sp. TW14266]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. TW14266
taxon:1343770 [Escherichia sp. Kaveri_River_12]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. Kaveri_River_12
taxon:1116024 [Escherichia coli 2862600]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2862600
taxon:1005553 [Escherichia coli EC1869]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli EC1869
taxon:1281034 [Escherichia coli HVH 98 (4-5799287)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 98 (4-5799287)
taxon:1147186 [Escherichia coli TW10747]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW10747
taxon:1355103 [Escherichia coli JJ1969]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli JJ1969
taxon:1115997 [Escherichia coli Envira 8/11]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli Envira 8/11
taxon:1411081 [Escherichia coli NDM-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli NDM-1
taxon:1644936 [Escherichia sp. UIWRF0481]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0481
taxon:1444211 [Escherichia coli 5-172-05_S4_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 5-172-05_S4_C1
taxon:1269002 [Escherichia coli 908632]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 908632
taxon:1155735 [Escherichia coli BCE032-DM-B-B]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli BCE032-DM-B-B
taxon:1155726 [Escherichia coli 2729250-DM-B-A]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2729250-DM-B-A
taxon:1355118 [Escherichia coli JJ2578]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli JJ2578
taxon:1644902 [Escherichia sp. UIWRF0015]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0015
taxon:2800416 [Escherichia sp. GZ89]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. GZ89
taxon:679202 [Escherichia coli MS 85-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MS 85-1
taxon:1116039 [Escherichia coli P0299438.4]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0299438.4
taxon:1446615 [Escherichia coli O157:H7 str. 08-4169]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 08-4169
taxon:1535131 [Escherichia sp. ESBL48B15_13_1E]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. ESBL48B15_13_1E
taxon:2100492 [Escherichia coli O136:H26]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O136:H26
taxon:2800165 [Escherichia sp. XD33]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. XD33
taxon:1331063 [Escherichia coli CE418]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli CE418
taxon:868196 [Escherichia coli DEC13A]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC13A
taxon:1151251 [Escherichia coli B114]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli B114
taxon:2653520 [Escherichia sp. AGR3734]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. AGR3734
taxon:2184075 [Escherichia coli O54]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O54
taxon:1444109 [Escherichia coli 3-073-06_S1_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 3-073-06_S1_C3
taxon:1299479 [Escherichia sp. C39]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. C39
taxon:1155732 [Escherichia coli BCE032-DM-A]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli BCE032-DM-A
taxon:656448 [Escherichia coli TA464]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TA464
taxon:2044462 [Escherichia sp. E3659]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. E3659
taxon:1046240 [Escherichia coli O157:H7 str. 121]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 121
taxon:1281039 [Escherichia coli HVH 103 (4-5904188)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 103 (4-5904188)
taxon:1824882 [Escherichia sp. Y8]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. Y8
taxon:1005564 [Escherichia coli TW00353]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW00353
taxon:2162913 [Escherichia coli O140]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O140
taxon:1678461 [Escherichia sp. UIWRF0479]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF0479
taxon:1169396 [Escherichia coli KTE163]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE163
taxon:1116179 [Escherichia coli P0304816.3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0304816.3
taxon:2093859 [Escherichia sp. MOD1-EC2449]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. MOD1-EC2449
taxon:1126932 [Escherichia coli C844_97]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C844_97
taxon:1281169 [Escherichia coli KOEGE 73 (195a)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KOEGE 73 (195a)
taxon:1497755 [Escherichia sp. MLS]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. MLS
taxon:1182671 [Escherichia coli KTE64]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE64
taxon:525281 [Escherichia coli 83972]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 83972
taxon:1010795 [Escherichia coli O5]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O5
taxon:1116135 [Escherichia coli MP021552.12]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MP021552.12
taxon:406372 [Escherichia sp. FHM101]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. FHM101
taxon:397454 [Escherichia coli O142:H6]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O142:H6
taxon:1446591 [Escherichia coli O145:NM str. 2010C-3511]@strain,taxon:991919 [Escherichia coli O145:NM]@serotype,strain,Escherichia coli O145:NM str. 2010C-3511
taxon:1491122 [Escherichia sp. BAKZL1117]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. BAKZL1117
taxon:1406820 [Escherichia coli GSK2023]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli GSK2023
taxon:1169339 [Escherichia coli KTE20]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE20
taxon:2100497 [Escherichia coli O78:H42]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O78:H42
taxon:1343179 [Escherichia sp. 34]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. 34
taxon:1446687 [Escherichia coli O157:H7 str. K5460]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. K5460
taxon:1005435 [Escherichia coli 99.1762]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 99.1762
taxon:1535133 [Escherichia sp. ESBL503B15_13_3A]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. ESBL503B15_13_3A
taxon:1182717 [Escherichia coli KTE134]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE134
taxon:1281077 [Escherichia coli HVH 144 (4-4451937)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 144 (4-4451937)
taxon:1165949 [Escherichia coli O26:H11 str. CVM9942]@strain,taxon:244319 [Escherichia coli O26:H11]@serotype,strain,Escherichia coli O26:H11 str. CVM9942
taxon:1777383 [Escherichia sp. 48.4]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. 48.4
taxon:1116078 [Escherichia coli P0302293.9]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0302293.9
taxon:1355039 [Escherichia coli G150]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli G150
taxon:1005416 [Escherichia coli 97.0003]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 97.0003
taxon:2870757 [Escherichia sp. M608]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. M608
taxon:1645093 [Escherichia sp. UIWRF1155]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF1155
taxon:1444226 [Escherichia coli 6-175-07_S4_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 6-175-07_S4_C1
taxon:1227814 [Escherichia coli O08]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O08
taxon:1444071 [Escherichia coli 2-316-03_S1_C2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-316-03_S1_C2
taxon:1645080 [Escherichia sp. UIWRF1142]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. UIWRF1142
taxon:1446643 [Escherichia coli O157:H7 str. 2011EL-2113]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 2011EL-2113
taxon:1281055 [Escherichia coli HVH 118 (4-7345399)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 118 (4-7345399)
taxon:1126906 [Escherichia coli C527_94]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C527_94
taxon:1286331 [Escherichia coli TOP382-2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TOP382-2
taxon:1138315 [Escherichia sp. enrichment culture clone 04]@species,taxon:75663 [environmental samples]@no rank,species,Escherichia sp. enrichment culture clone 04
taxon:1127123 [Escherichia coli C161_11]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C161_11
taxon:1281125 [Escherichia coli HVH 198 (4-3206106)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 198 (4-3206106)
taxon:1181735 [Escherichia coli KTE189]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE189
taxon:656404 [Escherichia coli H489]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H489
taxon:1182697 [Escherichia sp. KTE96]@species,taxon:2608889 [unclassified Escherichia]@no rank,species,Escherichia sp. KTE96
taxon:1355121 [Escherichia coli JJ2657]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli JJ2657
taxon:1355025 [Escherichia coli MVAST0036]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MVAST0036
taxon:868185 [Escherichia coli DEC10F]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC10F
taxon:1017031 [Escherichia coli PBA5]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli PBA5
taxon:1116049 [Escherichia coli P0299917.3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0299917.3
taxon:1151243 [Escherichia coli B104]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli B104
taxon:1328439 [Escherichia coli BIDMC 9]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli BIDMC 9
taxon:1005398 [Escherichia coli 88.1042]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 88.1042
taxon:1182685 [Escherichia coli KTE78]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE78
taxon:1005508 [Escherichia coli PA40]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli PA40
taxon:1281029 [Escherichia coli HVH 92 (4-5930790)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 92 (4-5930790)
taxon:1116061 [Escherichia coli MP021017.5]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MP021017.5
taxon:1151237 [Escherichia coli B15]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli B15
